timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
395105875,395105849,589858,-0.121691994,2.2369611,-0.06406976,nan,0,0
396105874,396105849,589858,-0.13815524,2.147412,-0.10941044,nan,0,0
397105875,397105849,589858,-0.081282206,1.2683386,0.055327374,nan,0,0
398105923,398105899,589858,-0.17856503,1.5310159,0.013009402,nan,0,0
399105874,399105849,589858,-0.23094808,1.4832565,-0.035353996,nan,0,0
400105958,400105857,589858,-0.23693472,1.2355039,0.0371911,nan,0,0
401105874,401105849,589858,-0.16359843,0.992229,0.15054281,nan,0,0
402105876,402105849,589858,-0.2084982,0.9161123,0.32434878,nan,0,0
403105875,403105849,589858,-0.17108172,0.30419368,0.4573481,nan,0,0
404105948,404105922,589858,-0.23543805,0.048978843,0.51175696,nan,0,0
405105874,405105849,589858,-0.25788793,0.034053996,0.48304114,nan,0,0
406105876,406105849,589858,-0.2668679,0.014651696,0.5132683,nan,0,0
407105879,407105851,589858,-0.23394139,0.04002393,0.51024556,nan,0,0
408105874,408105849,589858,-0.13516192,0.0071892813,0.5178023,nan,0,0
409105874,409105849,589858,-0.079785556,0.038531452,0.5268705,nan,0,0
410105996,410105972,589858,-0.07679223,0.0012193314,0.53291595,nan,0,0
411105878,411105851,589858,-0.18754499,0.010174242,0.520825,nan,0,0
412105881,412105849,589858,-0.29380774,0.017636672,0.49966604,nan,0,0
413105875,413105849,589858,-0.26387456,0.022114126,0.49966604,nan,0,0
414105877,414105850,589858,-0.24292135,-0.013705513,0.5087342,nan,0,0
415105875,415105849,589858,-0.22945142,-0.010720539,0.50268877,nan,0,0
416105987,416105961,589858,-0.19502828,0.0042043063,0.5132683,nan,0,0
417105874,417105849,589858,-0.16210179,0.0042043063,0.5132683,nan,0,0
418105879,418105850,589858,-0.05883233,-0.022660408,0.5132683,nan,0,0
419105875,419105849,589858,0.0055239974,0.020621631,0.5087342,nan,0,0
420105875,420105850,589858,-0.045362398,-0.009228059,0.53291595,nan,0,0
421105878,421105850,589858,-0.27584785,-0.030122839,0.49210927,nan,0,0
422106004,422105979,589858,-0.2953044,-0.039077748,0.46792758,nan,0,0
