timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
574029635,1618749468000459,633207330,102725050,100943,141116,0.13000001,0.009294402,0.347,0.518,0.57,0.83,98,9,14.904,9.747001,-11.275001,-3.1610003,5.425226,0,nan,0.0,4,1,19
574219640,1618749468200459,633207502,102724605,101642,141815,0.13000001,0.009693908,0.34600002,0.51500005,0.57,0.83,98,8,14.307001,9.261001,-10.906,-3.282,5.416378,0,nan,0.0,4,1,19
574417641,1618749468400459,633207665,102724180,102291,142465,0.13100001,0.010531492,0.344,0.51100004,0.57,0.83,98,8,13.68,8.844001,-10.437,-3.232,5.4153986,0,nan,0.0,4,1,19
574619640,1618749468600459,633207820,102723773,102958,143131,0.12900001,0.010968521,0.34300002,0.508,0.57,0.83,98,8,12.968,8.346001,-9.925,-3.1950002,5.4116073,0,nan,0.0,4,1,19
574824666,1618749468800459,633207967,102723385,103539,143712,0.14600001,0.011654436,0.342,0.507,0.57,0.83,98,8,12.424001,8.028001,-9.483001,-2.858,5.4149013,0,nan,0.0,4,1,19
575027635,1618749469000459,633208111,102723011,104136,144310,0.132,0.012022525,0.342,0.504,0.57,0.83,98,8,12.015,7.7720003,-9.162001,-2.4620001,5.415887,0,nan,0.0,4,1,19
575234641,1618749469200459,633208248,102722651,104546,144720,0.14,0.01250668,0.34100002,0.503,0.57,0.83,98,10,11.5060005,7.4100003,-8.803,-1.868,5.412115,0,nan,0.0,4,1,19
575420637,1618749469400458,633208379,102722302,104866,145040,0.128,0.012688194,0.34,0.5,0.57,0.83,98,10,11.312,7.1240005,-8.787001,-1.373,5.3936005,0,nan,0.0,4,1,19
575620637,1618749469600458,633208505,102721953,105054,145227,0.128,0.013023123,0.34,0.49800003,0.57,0.83,98,10,11.026001,6.885,-8.612,-0.643,5.3868446,0,nan,0.0,4,1,19
575821638,1618749469800458,633208631,102721610,105132,145306,0.13100001,0.013029581,0.34,0.49600002,0.57,0.83,98,10,10.933001,6.9280005,-8.458,0.143,5.3986998,0,nan,0.0,4,1,19
576018635,1618749470000458,633208755,102721273,105070,145244,0.13000001,0.013059426,0.34,0.49300003,0.57,0.83,98,10,10.845,6.8510003,-8.407001,0.836,5.396159,0,nan,0.0,4,1,19
576221642,1618749470200458,633208878,102720938,104807,144981,0.141,0.013403954,0.34,0.492,0.57,0.83,98,8,10.892,6.867,-8.455001,1.8670001,5.394479,0,nan,0.0,4,1,19
576421643,1618749470400458,633208999,102720605,104314,144488,0.14,0.013781992,0.33900002,0.49400002,0.57,0.83,98,8,10.816001,6.807,-8.405001,3.0240002,5.393105,0,nan,0.0,4,1,19
576622677,1618749470600458,633209119,102720270,103566,143740,0.13700001,0.013438686,0.34,0.49600002,0.57,0.83,98,8,10.92,6.8560004,-8.499001,4.3580003,5.39116,0,nan,0.0,4,1,19
576823636,1618749470800457,633209241,102719930,102595,142769,0.143,0.013764713,0.34,0.499,0.57,0.83,98,8,11.051001,6.9280005,-8.610001,5.3420005,5.3899403,0,nan,0.0,4,1,19
577023636,1618749471000457,633209366,102719584,101479,141654,0.14400001,0.012785932,0.34,0.50200003,0.57,0.83,98,8,11.428,7.1580005,-8.908,5.8900003,5.389244,0,nan,0.0,4,1,19
577231638,1618749471200457,633209495,102719222,100248,140423,0.148,0.012640198,0.34100002,0.505,0.57,0.83,98,8,11.931001,7.472,-9.302,6.3760004,5.3891125,0,nan,0.0,4,1,19
577422636,1618749471400457,633209631,102718846,98917,139091,0.155,0.012513138,0.342,0.51000005,0.57,0.83,98,8,12.323001,7.7490005,-9.582001,6.8620005,5.3924117,0,nan,0.0,4,1,19
577626635,1618749471600457,633209771,102718455,97506,137680,0.155,0.011937702,0.344,0.514,0.57,0.83,98,8,12.926001,8.086,-10.085,7.1380005,5.388198,0,nan,0.0,4,1,19
577825660,1618749471800457,633209919,102718044,96072,136247,0.16000001,0.011608709,0.34600002,0.51900005,0.57,0.83,98,8,13.533001,8.483001,-10.544001,7.1480002,5.3898573,0,nan,0.0,4,1,19
578029636,1618749472000457,633210073,102717615,94629,134804,0.15100001,0.010861359,0.34800002,0.52400005,0.57,0.83,98,8,14.213,8.907001,-11.076,7.1150002,5.3896456,0,nan,0.0,4,1,19
578226636,1618749472200456,633210235,102717165,93211,133386,0.15100001,0.01049292,0.349,0.528,0.57,0.83,98,11,14.711,9.198001,-11.481001,7.1080003,5.387864,0,nan,0.0,4,1,19
578426636,1618749472400456,633210402,102716698,91796,131971,0.14600001,0.010043322,0.351,0.53300005,0.57,0.83,98,11,15.353001,9.563001,-12.012001,6.9500003,5.3847775,0,nan,0.0,4,1,19
578626635,1618749472600456,633210574,102716210,90408,130583,0.14500001,0.009698096,0.35200003,0.537,0.57,0.83,98,11,15.883,9.814,-12.488001,6.7580004,5.378436,0,nan,0.0,4,1,19
578818637,1618749472800456,633210752,102715705,89124,129299,0.14400001,0.009443103,0.35300002,0.541,0.57,0.83,98,11,16.326,10.084001,-12.839001,6.393,5.378166,0,nan,0.0,4,1,19
579024636,1618749473000456,633210935,102715187,87879,128054,0.143,0.009219701,0.35500002,0.545,0.57,0.83,98,11,16.783,10.398001,-13.174001,6.116,5.3805594,0,nan,0.0,4,1,19
579225638,1618749473200456,633211123,102714656,86707,126882,0.13700001,0.008985129,0.356,0.549,0.57,0.83,98,9,17.203001,10.71,-13.462001,5.742,5.384441,0,nan,0.0,4,1,19
579425637,1618749473400456,633211316,102714112,85616,125792,0.13700001,0.00880187,0.35700002,0.55200005,0.57,0.83,98,9,17.556002,10.851001,-13.802001,5.3440003,5.3786526,0,nan,0.0,4,1,19
579623639,1618749473600455,633211511,102713556,84572,124747,0.12900001,0.008260643,0.35700002,0.554,0.57,0.83,98,9,17.897001,11.038,-14.088,5.0860004,5.376978,0,nan,0.0,4,1,19
579824680,1618749473800455,633211710,102712989,83589,123765,0.141,0.008450361,0.35700002,0.55700004,0.57,0.83,98,9,18.162,11.201,-14.297001,4.715,5.376988,0,nan,0.0,4,1,19
580041636,1618749474000455,633211912,102712415,82683,122859,0.14,0.008073892,0.358,0.559,0.57,0.83,98,9,18.418001,11.353001,-14.502001,4.419,5.3765917,0,nan,0.0,4,1,19
580225658,1618749474200455,633212114,102711831,81815,121991,0.136,0.007867595,0.358,0.56100005,0.57,0.83,98,8,18.618,11.369,-14.744,4.0600004,5.369264,0,nan,0.0,4,1,19
580426635,1618749474400455,633212319,102711241,81028,121204,0.136,0.007818027,0.358,0.563,0.57,0.83,98,8,18.731,11.433001,-14.837001,3.857,5.3689113,0,nan,0.0,4,1,19
580622638,1618749474600455,633212524,102710647,80295,120471,0.142,0.00792938,0.35900003,0.565,0.57,0.83,98,8,18.855001,11.460001,-14.972001,3.6540003,5.365688,0,nan,0.0,4,1,19
580822714,1618749474800455,633212729,102710049,79612,119788,0.14600001,0.008070402,0.35900003,0.56700003,0.57,0.83,98,8,18.882,11.455001,-15.010001,3.3820002,5.3642693,0,nan,0.0,4,1,19
581024657,1618749475000454,633212934,102709451,78940,119116,0.13900001,0.0079353135,0.36,0.568,0.57,0.83,98,8,18.932001,11.528001,-15.017001,3.1580002,5.3670793,0,nan,0.0,4,1,19
581225637,1618749475200454,633213141,102708851,78340,118517,0.14500001,0.008192401,0.36,0.57000005,0.57,0.83,98,9,19.005001,11.509001,-15.124001,2.9950001,5.3629,0,nan,0.0,4,1,19
581422077,1618749475400454,633213346,102708249,77758,117935,0.13900001,0.008178787,0.36100003,0.57100004,0.57,0.83,98,9,18.932001,11.404,-15.113001,2.8500001,5.358814,0,nan,0.0,4,1,19
581617641,1618749475600454,633213551,102707645,77191,117368,0.14400001,0.008205665,0.36200002,0.573,0.59,0.83,98,9,19.03,11.426001,-15.218,2.7640002,5.356406,0,nan,0.0,4,1,18
581823031,1618749475800454,633213755,102707040,76615,116792,0.135,0.008115955,0.363,0.573,0.57,0.83,98,9,18.955002,11.416,-15.1310005,2.6320002,5.3587675,0,nan,0.0,4,1,19
582023636,1618749476000454,633213960,102706436,76117,116294,0.14600001,0.008196938,0.36400002,0.574,0.57,0.83,98,9,18.999,11.423,-15.182001,2.3490002,5.3574123,0,nan,0.0,4,1,19
582226636,1618749476200454,633214164,102705831,75719,115896,0.15100001,0.00865404,0.36600003,0.574,0.57,0.83,98,10,18.989,11.366,-15.211,1.6290001,5.354112,0,nan,0.0,4,1,19
582424636,1618749476400453,633214366,102705229,75442,115619,0.15,0.008673064,0.36800003,0.574,0.57,0.83,98,10,18.715,11.222,-14.977,0.78000003,5.355403,0,nan,0.0,4,1,19
582624637,1618749476600453,633214566,102704635,75365,115542,0.134,0.0080712745,0.36800003,0.569,0.57,0.83,98,10,18.480001,11.049001,-14.814001,-0.337,5.353222,0,nan,0.0,4,1,19
582823635,1618749476800453,633214761,102704049,75550,115727,0.127,0.007639655,0.36600003,0.56200004,0.57,0.83,98,10,18.076,10.708,-14.563001,-1.281,5.3463955,0,nan,0.0,4,1,19
583032638,1618749477000453,633214948,102703477,75858,116035,0.11800001,0.007926238,0.363,0.555,0.57,0.83,98,10,17.396,10.286,-14.029,-2.292,5.345058,0,nan,0.0,4,1,19
583224635,1618749477200453,633215132,102702926,76477,116654,0.124000005,0.008237954,0.36,0.549,0.57,0.83,98,6,16.779001,9.989,-13.482,-3.2210002,5.3500476,0,nan,0.0,4,1,19
583424657,1618749477400453,633215305,102702405,77096,117274,0.127,0.008602553,0.358,0.544,0.57,0.83,98,6,15.786001,9.400001,-12.682,-3.512,5.350201,0,nan,0.0,4,1,19
583624640,1618749477600453,633215472,102701908,77892,118069,0.136,0.00911725,0.356,0.53900003,0.57,0.83,98,6,15.221001,9.091001,-12.208,-4.03,5.35246,0,nan,0.0,4,1,19
583822644,1618749477800452,633215631,102701435,78694,118872,0.164,0.009911724,0.35500002,0.536,0.57,0.83,98,6,14.224001,8.542001,-11.374001,-4.2180004,5.3565173,0,nan,0.0,4,1,19
584024635,1618749478000452,633215781,102700987,79555,119733,0.14500001,0.0105932765,0.354,0.53300005,0.57,0.83,98,6,13.5390005,8.1,-10.848001,-4.296,5.353771,0,nan,0.0,4,1,19
584219638,1618749478200452,633215922,102700565,80366,120544,0.155,0.011752872,0.354,0.53000003,0.57,0.83,98,5,12.807,7.6530004,-10.268001,-4.131,5.352866,0,nan,0.0,4,1,19
584416640,1618749478400452,633216056,102700164,81129,121307,0.147,0.01234227,0.35300002,0.527,0.57,0.83,98,5,12.123,7.222,-9.738001,-3.8480003,5.3505306,0,nan,0.0,4,1,19
584620660,1618749478600452,633216181,102699782,81810,121988,0.15300001,0.013033944,0.35300002,0.52500004,0.57,0.83,98,5,11.504001,6.76,-9.308001,-3.3000002,5.340523,0,nan,0.0,4,1,19
584821635,1618749478800452,633216302,102699413,82446,122624,0.14400001,0.013351419,0.35300002,0.522,0.57,0.83,98,5,11.185,6.5670004,-9.054001,-2.8750002,5.339914,0,nan,0.0,4,1,19
585022640,1618749479000452,633216419,102699058,82951,123129,0.142,0.013395227,0.35200003,0.51900005,0.57,0.83,98,5,10.682,6.2630005,-8.653001,-2.114,5.3388762,0,nan,0.0,4,1,19
585222637,1618749479200451,633216530,102698718,83278,123456,0.135,0.013415298,0.351,0.518,0.57,0.83,98,5,10.306001,6.018,-8.366,-1.355,5.33594,0,nan,0.0,4,1,19
585424872,1618749479400451,633216637,102698385,83452,123630,0.12200001,0.013381439,0.35000002,0.514,0.57,0.83,98,5,10.165001,5.9220004,-8.262,-0.588,5.334276,0,nan,0.0,4,1,19
585626640,1618749479600451,633216743,102698057,83523,123701,0.120000005,0.013320004,0.347,0.51000005,0.57,0.83,98,5,10.022,5.814,-8.1640005,0.32900003,5.331268,0,nan,0.0,4,1,19
585822686,1618749479800451,633216848,102697729,83352,123530,0.15100001,0.013744119,0.347,0.509,0.57,0.83,98,5,10.107,5.8690004,-8.229,1.2670001,5.3319316,0,nan,0.0,4,1,19
586036640,1618749480000451,633216953,102697402,82944,123122,0.14400001,0.015233757,0.34800002,0.51100004,0.57,0.83,98,5,10.055,5.8100004,-8.207001,2.611,5.3284717,0,nan,0.0,4,1,19
586226636,1618749480200451,633217055,102697077,82250,122428,0.14,0.014517648,0.34800002,0.513,0.57,0.83,98,6,9.974001,5.722,-8.169001,4.026,5.323386,0,nan,0.0,4,1,19
586422639,1618749480400451,633217157,102696748,81317,121495,0.15400001,0.014836868,0.349,0.51600003,0.57,0.83,98,6,10.117001,5.7430005,-8.329,5.1940002,5.316065,0,nan,0.0,4,1,19
586623637,1618749480600450,633217261,102696411,80199,120378,0.157,0.01470021,0.35000002,0.52000004,0.57,0.83,98,6,10.458,5.958,-8.594001,6.019,5.318577,0,nan,0.0,4,1,19
586826635,1618749480800450,633217370,102696062,78909,119087,0.16000001,0.014497576,0.35200003,0.52500004,0.57,0.83,98,6,10.925,6.2780004,-8.941,6.6240005,5.324561,0,nan,0.0,4,1,19
587029636,1618749481000450,633217485,102695697,77534,117713,0.16700001,0.012267918,0.354,0.53000003,0.57,0.83,98,6,11.47,6.556,-9.412001,7.071,5.3207636,0,nan,0.0,4,1,19
587226636,1618749481200450,633217605,102695313,76073,116252,0.17300001,0.013584247,0.356,0.537,0.57,0.83,105,14,12.076,6.9230003,-9.894,7.3820004,5.322962,0,nan,0.0,4,1,19
587426635,1618749481400450,633217728,102694905,74525,114703,0.178,0.01430053,0.35900003,0.54300004,0.57,0.83,105,14,12.636001,6.9880004,-10.527,7.6630006,5.298406,0,nan,0.0,4,1,19
587624637,1618749481600450,633217854,102694470,72963,113142,0.179,0.016488474,0.36100003,0.545,0.57,0.83,105,14,13.297001,7.037,-11.282001,7.8230004,5.270073,0,nan,0.0,4,1,19
587824635,1618749481800450,633217979,102694004,71418,111597,0.186,0.017066004,0.36400002,0.55,0.57,0.83,105,14,13.929001,6.9960003,-12.044001,7.8080006,5.2386174,0,nan,0.0,4,1,19
588021012,1618749482000449,633218101,102693500,69837,110017,0.17500001,0.015499745,0.367,0.554,0.57,0.83,105,14,14.771001,6.6270003,-13.201,7.7680006,5.1776056,0,nan,0.0,4,1,19
588227637,1618749482200449,633218218,102692954,68311,108490,0.16800001,0.013949194,0.37,0.554,0.57,0.83,104,7,15.575001,6.3650002,-14.215001,7.497,5.1334066,0,nan,0.0,4,1,19
588427639,1618749482400449,633218329,102692359,66840,107019,0.2,0.0130882235,0.37300003,0.554,0.57,0.83,104,7,16.738,6.0140004,-15.621,7.1140003,5.0798736,0,nan,0.0,4,1,19
588627637,1618749482600449,633218432,102691704,65474,105653,0.23300001,0.0127004115,0.37800002,0.55300003,0.57,0.83,104,7,18.037,5.3910003,-17.212,6.4570003,5.0159063,0,nan,0.0,4,1,19
588825639,1618749482800449,633218524,102690988,64269,104449,0.25100002,0.011821464,0.38500002,0.55200005,0.57,0.83,104,7,19.288,4.7570004,-18.693,5.38,4.9615912,0,nan,0.0,4,1,19
589026637,1618749483000449,633218606,102690217,63328,103508,0.256,0.010192374,0.39200002,0.551,0.57,0.83,104,7,20.366001,4.4170003,-19.882002,4.276,4.931004,0,nan,0.0,4,1,19
589226634,1618749483200449,633218683,102689405,62638,102818,0.19000001,0.0075303973,0.397,0.55,0.57,0.83,104,6,21.258001,4.0730004,-20.864,2.8820002,4.9051847,0,nan,0.0,4,1,19
589427637,1618749483400448,633218756,102688560,62280,102460,0.16700001,0.0067572165,0.397,0.54800004,0.57,0.83,104,6,21.867,3.8160002,-21.531,1.2160001,4.8877916,0,nan,0.0,4,1,19
589633665,1618749483600448,633218824,102687700,62150,102331,0.163,0.0069256406,0.39600003,0.54700005,0.57,0.83,104,6,22.234001,3.5540001,-21.948002,-0.094000004,4.872943,0,nan,0.0,4,1,19
589831635,1618749483800448,633218885,102686819,62300,102480,0.13800001,0.0063844137,0.395,0.544,0.57,0.83,104,6,22.424002,3.1750002,-22.198002,-1.064,4.8544545,0,nan,0.0,4,1,19
590030636,1618749484000448,633218938,102685926,62598,102779,0.143,0.007127401,0.39400002,0.54200006,0.57,0.83,104,6,22.753,2.7410002,-22.587002,-1.9640001,4.833137,0,nan,0.0,4,1,19
590229837,1618749484200448,633218982,102685016,63026,103207,0.143,0.0081992075,0.39200002,0.54,0.57,0.83,104,12,23.02,2.1620002,-22.918001,-2.301,4.806442,0,nan,0.0,4,1,19
590429636,1618749484400448,633219015,102684104,63437,103618,0.14600001,0.009191602,0.39200002,0.53800005,0.57,0.83,104,12,23.161001,1.508,-23.112001,-2.236,4.777565,0,nan,0.0,4,1,19
590624635,1618749484600448,633219033,102683179,63868,104050,0.15200001,0.0091188215,0.393,0.535,0.57,0.83,104,12,23.438002,0.469,-23.433,-2.282,4.7323804,0,nan,0.0,4,1,19
590830638,1618749484800447,633219028,102682238,64395,104576,0.15,0.0088455025,0.39400002,0.531,0.57,0.83,104,12,23.721,-1.0480001,-23.698002,-2.569,4.6682057,0,nan,0.0,4,1,19
591032639,1618749485000447,633218999,102681300,64914,105095,0.156,0.008640601,0.39600003,0.52900004,0.57,0.83,104,12,23.687,-2.2,-23.584002,-2.809,4.619395,0,nan,0.0,4,1,19
591230637,1618749485200447,633218946,102680363,65551,105733,0.162,0.00914378,0.39800003,0.527,0.57,0.83,104,10,23.862001,-3.6450002,-23.582,-3.3790002,4.55904,0,nan,0.0,4,1,19
591427639,1618749485400447,633218867,102679427,66301,106483,0.164,0.0079218745,0.4,0.528,0.57,0.83,104,10,23.924002,-5.1340003,-23.367,-4.149,4.4961257,0,nan,0.0,4,1,19
591627893,1618749485600447,633218767,102678500,67190,107371,0.17600001,0.008567646,0.40300003,0.531,0.57,0.83,104,10,23.976002,-5.9900002,-23.215,-4.4960003,4.459872,0,nan,0.0,4,1,19
591826663,1618749485800447,633218649,102677583,68093,108275,0.17600001,0.008499404,0.40600002,0.53400004,0.57,0.83,104,10,23.986002,-7.1830006,-22.885,-4.8770003,4.408244,0,nan,0.0,4,1,19
592037637,1618749486000447,633218504,102676681,69096,109279,0.156,0.007843509,0.40800002,0.537,0.57,0.83,104,10,24.054,-8.933001,-22.333,-4.946,4.3318915,0,nan,0.0,4,1,19
592229636,1618749486200446,633218331,102675810,70163,110345,0.16700001,0.008211949,0.41000003,0.54200006,0.57,0.83,104,13,23.880001,-10.553,-21.422,-5.355,4.2546654,0,nan,0.0,4,1,19
592427638,1618749486400446,633218124,102674976,71300,111483,0.16600001,0.00784927,0.411,0.54700005,0.57,0.83,104,13,23.904001,-12.357,-20.463001,-5.603,4.169117,0,nan,0.0,4,1,19
592628636,1618749486600446,633217890,102674182,72491,112674,0.16100001,0.007367209,0.41200003,0.55,0.57,0.83,104,13,23.745,-13.688001,-19.403002,-6.0610003,4.098019,0,nan,0.0,4,1,19
592832639,1618749486800446,633217635,102673430,73822,114005,0.162,0.007618711,0.41200003,0.55300003,0.57,0.83,104,13,23.478,-14.761001,-18.257,-6.6780005,4.0324655,0,nan,0.0,4,1,19
593036641,1618749487000446,633217361,102672720,75245,115428,0.16600001,0.008128696,0.41300002,0.55700004,0.57,0.83,104,13,23.248001,-15.687,-17.157001,-7.1480002,3.9717321,0,nan,0.0,4,1,19
593225638,1618749487200446,633217071,102672056,76691,116874,0.165,0.008065167,0.41500002,0.56100005,0.57,0.83,104,12,23.089,-16.679,-15.966001,-7.1500006,3.905141,0,nan,0.0,4,1,19
593429648,1618749487400446,633216764,102671443,78110,118293,0.16700001,0.007989768,0.416,0.56700003,0.57,0.83,104,12,22.975,-17.627,-14.736001,-7.0930004,3.837921,0,nan,0.0,4,1,19
593627638,1618749487600445,633216440,102670877,79483,119666,0.17,0.008804837,0.418,0.57500005,0.57,0.83,104,12,23.016,-18.59,-13.570001,-6.7560005,3.7721262,0,nan,0.0,4,1,19
593825637,1618749487800445,633216099,102670367,80860,121044,0.17600001,0.0076328483,0.42100003,0.58100003,0.57,0.83,104,12,22.905,-19.439001,-12.115001,-6.8450003,3.6989348,0,nan,0.0,4,1,19
594029636,1618749488000445,633215744,102669913,82266,122450,0.19000001,0.008098677,0.42400002,0.588,0.57,0.83,104,12,22.890001,-20.213001,-10.743001,-6.761,3.6301067,0,nan,0.0,4,1,19
594226635,1618749488200445,633215376,102669518,83630,123813,0.18100001,0.007893425,0.42700002,0.595,0.57,0.83,104,9,22.798,-20.929,-9.04,-6.6990004,3.5493252,0,nan,0.0,4,1,19
594429635,1618749488400445,633214997,102669190,84974,125158,0.177,0.007782947,0.43,0.60200006,0.57,0.83,104,9,22.684002,-21.447,-7.3870006,-6.7380004,3.47331,0,nan,0.0,4,1,19
594627638,1618749488600445,633214607,102668929,86310,126494,0.16600001,0.008641299,0.43100002,0.60800004,0.59,0.89,104,9,22.640001,-21.880001,-5.8170004,-6.6970005,3.401446,0,nan,0.0,4,1,18
594831688,1618749488800445,633214211,102668727,87629,127813,0.164,0.008319984,0.43100002,0.61200005,0.59,0.89,104,9,22.528002,-22.132002,-4.2050004,-6.6650004,3.3293333,0,nan,0.0,4,1,18
595030636,1618749489000445,633213813,102668597,88982,129166,0.14400001,0.008413534,0.43,0.60800004,0.59,0.89,104,9,22.405,-22.28,-2.368,-6.8560004,3.2474566,0,nan,0.0,4,1,18
595235638,1618749489200444,633213413,102668537,90345,130528,0.15300001,0.009421461,0.43,0.60700005,0.59,0.89,97,9,22.300001,-22.292002,-0.588,-6.9880004,3.1679738,0,nan,0.0,4,1,18
595435637,1618749489400444,633213016,102668546,91710,131894,0.16100001,0.008933467,0.43,0.605,0.59,0.89,97,9,22.149,-22.123001,1.067,-6.8630004,3.0934145,0,nan,0.0,4,1,18
595633633,1618749489600444,633212624,102668627,93027,133210,0.17300001,0.008209156,0.43100002,0.61,0.59,0.89,97,9,22.124,-21.94,2.8490002,-6.6080003,3.012445,0,nan,0.0,4,1,18
595822113,1618749489800444,633212234,102668774,94301,134485,0.172,0.008286823,0.432,0.61600006,0.59,0.89,97,9,22.131,-21.675001,4.4680004,-6.2070003,2.9383266,0,nan,0.0,4,1,18
596031975,1618749490000444,633211850,102668985,95490,135674,0.16000001,0.008346514,0.43300003,0.623,0.59,0.89,97,9,22.146002,-21.294,6.084,-5.7640004,2.8632839,0,nan,0.0,4,1,18
596229657,1618749490200444,633211472,102669267,96607,136790,0.14500001,0.008124856,0.43400002,0.63000005,0.59,0.89,97,9,22.296001,-20.842001,7.919,-5.308,2.7784848,0,nan,0.0,4,1,18
596426680,1618749490400444,633211104,102669620,97709,137892,0.14600001,0.008598539,0.43400002,0.637,0.59,0.89,97,9,22.365002,-20.177,9.649,-5.2400002,2.6955178,0,nan,0.0,4,1,18
596625638,1618749490600443,633210747,102670042,98750,138934,0.156,0.009079551,0.43500003,0.646,0.59,0.89,97,9,22.596,-19.531,11.364,-4.932,2.6146271,0,nan,0.0,4,1,18
596826635,1618749490800443,633210403,102670528,99671,139854,0.156,0.008792619,0.43600002,0.648,0.59,0.89,97,9,22.656,-18.722,12.759001,-4.4630003,2.5433874,0,nan,0.0,4,1,18
597027638,1618749491000443,633210076,102671067,100529,140712,0.147,0.008802742,0.437,0.648,0.59,0.89,97,9,22.822,-17.79,14.2960005,-4.247,2.4646857,0,nan,0.0,4,1,18
597229636,1618749491200443,633209764,102671666,101258,141441,0.132,0.008715999,0.439,0.647,0.59,0.89,97,9,22.954,-16.771,15.672001,-3.6320002,2.3900352,0,nan,0.0,4,1,18
597425637,1618749491400443,633209476,102672318,101889,142072,0.149,0.009979618,0.441,0.648,0.59,0.89,97,9,22.892,-15.321001,17.01,-3.3300002,2.3039844,0,nan,0.0,4,1,18
597624635,1618749491600443,633209216,102673024,102505,142688,0.155,0.01084408,0.44500002,0.64900005,0.59,0.89,97,9,22.922,-13.683001,18.391,-3.2370002,2.2104452,0,nan,0.0,4,1,18
597822638,1618749491800443,633208982,102673789,103113,143296,0.15200001,0.010949148,0.44900003,0.652,0.62,0.89,97,9,23.146002,-12.364,19.567001,-2.9380002,2.1343186,0,nan,0.0,4,1,17
598036640,1618749492000442,633208775,102674594,103752,143934,0.15200001,0.009426349,0.45200002,0.65400004,0.62,0.89,97,9,23.04,-10.606001,20.454,-2.887,2.0491529,0,nan,0.0,4,1,17
598222113,1618749492200442,633208600,102675422,104361,144543,0.157,0.01003861,0.45400003,0.657,0.62,0.89,97,10,22.759,-8.950001,20.925001,-2.845,1.9749813,0,nan,0.0,4,1,17
598420663,1618749492400442,633208450,102676252,104927,145109,0.135,0.0082006045,0.453,0.657,0.62,0.89,97,10,22.015001,-7.7420006,20.609001,-2.8490002,1.9301409,0,nan,0.0,4,1,17
598623636,1618749492600442,633208320,102677060,105603,145785,0.127,0.00870291,0.45100003,0.661,0.62,0.89,97,10,21.273,-6.8230004,20.149,-3.459,1.8973037,0,nan,0.0,4,1,17
598823635,1618749492800442,633208202,102677852,106300,146482,0.13800001,0.007953117,0.448,0.665,0.62,0.89,97,10,20.658,-6.386,19.646002,-3.6160002,1.8850787,0,nan,0.0,4,1,17
599022640,1618749493000442,633208091,102678631,107064,147246,0.13100001,0.0071247825,0.44300002,0.66400003,0.62,0.89,97,10,20.138,-6.0800004,19.199001,-3.5490003,1.8774917,0,nan,0.0,4,1,17
599221639,1618749493200442,633207985,102679396,107831,148012,0.13000001,0.007033502,0.43800002,0.66300005,0.62,0.89,97,10,19.776001,-5.9930005,18.846,-3.2510002,1.8786877,0,nan,0.0,4,1,17
599421640,1618749493400441,633207880,102680136,108466,148647,0.135,0.0074143326,0.43300003,0.66200006,0.64,0.89,97,10,19.192001,-5.7530003,18.309,-3.2170002,1.8752344,0,nan,0.0,4,1,16
599620663,1618749493600441,633207780,102680855,109042,149223,0.135,0.008709717,0.43,0.665,0.64,0.89,97,10,18.616001,-5.4350004,17.805,-2.979,1.867057,0,nan,0.0,4,1,16
599823636,1618749493800441,633207684,102681563,109610,149791,0.135,0.009044121,0.42800003,0.66700006,0.62,0.89,97,10,18.292002,-5.2440004,17.524,-2.332,1.8615626,0,nan,0.0,4,1,17
600024635,1618749494000441,633207592,102682257,109959,150140,0.164,0.009699318,0.42700002,0.671,0.62,0.89,97,10,17.957,-4.94,17.264,-1.567,1.8494972,0,nan,0.0,4,1,17
600238636,1618749494200441,633207506,102682940,110269,150450,0.12900001,0.009190031,0.425,0.669,0.62,0.89,97,9,17.671001,-4.852,16.992,-0.588,1.8489461,0,nan,0.0,4,1,17
600423635,1618749494400441,633207421,102683614,110314,150495,0.142,0.009217083,0.423,0.66300005,0.62,0.89,97,9,17.626001,-4.7070003,16.986,0.37100002,1.8411558,0,nan,0.0,4,1,17
600622114,1618749494600441,633207338,102684288,110191,150372,0.12100001,0.008931547,0.42000002,0.657,0.62,0.89,97,9,17.665,-4.7440004,17.016,1.2670001,1.8426723,0,nan,0.0,4,1,17
600825638,1618749494800440,633207254,102684961,109856,150036,0.127,0.0077384403,0.416,0.64900005,0.62,0.89,97,9,17.674002,-4.828,17.002,1.9570001,1.8474628,0,nan,0.0,4,1,17
601019636,1618749495000440,633207168,102685633,109392,149572,0.155,0.007866897,0.41200003,0.642,0.65999997,0.91999996,97,9,17.572,-4.952,16.86,2.549,1.8564967,0,nan,0.0,4,1,16
601223635,1618749495200440,633207078,102686305,108829,149009,0.15900001,0.007919606,0.409,0.63500005,0.65999997,0.91999996,97,9,17.677,-5.164,16.906,2.943,1.8672242,0,nan,0.0,4,1,16
601424635,1618749495400440,633206986,102686979,108200,148380,0.16100001,0.007856774,0.40500003,0.629,0.65999997,0.91999996,97,9,17.796001,-5.2840004,16.994001,3.1880002,1.8722278,0,nan,0.0,4,1,16
