timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
73909712,63.320985963421485,10.272300607169566,86.38219,122.49099,-0.0,0.5618469,0.89449984,0.0,2,0,0,0
74105232,63.3209566199986,10.27235413152886,86.515785,122.60419,-0.0,0.56156486,0.8939149,0.0,2,0,0,0
74310526,63.320925114712075,10.272410126412574,86.64353,122.71173,-0.0,0.5619905,0.8939151,0.0,2,0,0,0
74510934,63.320893917745934,10.272464923101357,86.7277,122.7758,-0.0,0.5619899,0.8946711,0.0,2,0,0,0
74711342,63.32086229234182,10.272520232293491,86.77113,122.79933,-0.0,0.5619507,0.8943616,0.0,2,0,0,0
74911750,63.32083039534815,10.272576133561227,86.81506,122.82257,-0.0,0.5618409,0.8940451,0.0,2,0,0,0
75107272,63.32079893113988,10.272630809111668,86.85163,122.840034,-0.0,0.5617572,0.89372265,0.0,2,0,0,0
75302823,63.32076687519407,10.272685579692668,86.882034,122.84573,-0.0,0.5693011,0.8960887,0.0,2,0,0,0
75508132,63.320732962292,10.272741673061866,86.96279,122.911095,-0.0,0.5613648,0.89409554,0.0,2,0,0,0
75703606,63.320699665645776,10.272794338980725,87.10821,123.03621,-0.0,0.56086546,0.89347434,0.0,2,0,0,0
75913790,63.32066293463611,10.272849592217048,87.34202,123.25042,-0.0,0.5611449,0.8934257,0.0,2,0,0,0
76109310,63.320628157697875,10.272900147472424,87.64722,123.53432,-0.0,0.5610327,0.89413524,0.0,2,0,0,0
76309719,63.320592347569814,10.272951774287035,88.03185,123.89985,-0.0,0.56091934,0.89380705,0.0,2,0,0,0
76510126,63.3205566429493,10.273003761340092,88.5085,124.356995,-0.0,0.5608548,0.89347976,0.0,2,0,0,0
76710535,63.320521156360726,10.273056232634286,89.083046,124.91125,-0.0,0.56082207,0.89418894,0.0,2,0,0,0
76910942,63.32048563421226,10.273108181361202,89.709236,125.51704,-0.0,0.56075794,0.8938453,0.0,2,0,0,0
77111350,63.32045003245596,10.273159127605208,90.37878,126.16698,-0.0,0.56074566,0.89350903,0.0,2,0,0,0
77311759,63.320414324195745,10.273209486751151,91.08093,126.845,-0.0,0.56910104,0.8949624,0.0,2,0,0,0
77512166,63.32037874230523,10.273258814770056,91.73319,127.48129,-0.0,0.5605271,0.8938718,0.0,2,0,0,0
77712574,63.32034276951277,10.273307393997884,92.36083,128.08893,-0.0,0.5604962,0.89354426,0.0,2,0,0,0
77903206,63.32030860225826,10.273353268023213,92.963005,128.6707,-0.0,0.56002724,0.89397055,0.0,2,0,0,0
