Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,
35.73812749999998,1728.7068015625005,,,,2.886353870339386,20.685183161058973,27.375757548904552,6934,0,566.2626961833281,0.005097399996651106,,
36.23822199999999,1739.3313606250006,,,,2.9742186029945508,20.606126251103667,28.519733117260664,7009,0,587.6775607416552,0.005061137126432374,,
36.73801825000001,1749.9552662500005,,,,3.0135177878381336,20.534916460004858,29.52928698663062,7096,0,606.3719094874616,0.004970188735418499,,
37.237325999999996,1760.5703796875005,,,,3.0874528332936126,20.448752941751923,30.938937665232537,7206,0,632.6537315386689,0.004880264063752757,,
37.73783724999999,1771.2059940625008,,,,3.165216294551504,20.36380322289495,32.25841983265779,7269,0,656.8943474764033,0.004818555104071159,,
38.23663824999998,1781.8112740625002,,,,3.271045088734605,20.279083963791912,33.499200645903564,7323,0,679.3235107969118,0.004815308799833915,,
38.7375175,1792.4545809375006,,,,3.3493367308215567,20.194342235889764,34.75299876240136,7393,0,701.80649035361,0.0047725317310692164,,
39.23746949999999,1803.069258750001,,,,3.392878931660781,20.11336284990525,35.79673779053014,7468,0,719.9888922042337,0.004712492058851584,,
39.73868074999999,1813.7185209375002,,,,3.4169066152558534,20.04763676784718,36.579706201997155,7538,0,733.3291341392414,0.004659562269363989,,
40.23723250000001,1824.319056875001,,,,3.4970827636856954,19.9611926678062,37.8885042808048,7588,0,756.2867432074647,0.004624153840888511,,
40.73804674999998,1834.9584696875004,,,,3.5651540908954495,19.877950697489524,39.00393650997043,7622,0,775.310568139708,0.0045984515063149075,,
